inst_hash,bloco,escopo,nivel,descricao,valor,periodo
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DRA,IND,3,Resultado abrangente do período,-167790.1909274219,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,1,Lucro líquido / (prejuízo) do período,-167790.1909274219,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,2,Ajustes ao lucro líquido:,-658436548.8272947,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,2.01,Depreciação e amortização,267462078.87259555,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,2.02,Imposto de renda e contribuição social diferidos,-82252557.40633623,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,2.03,Equivalência patrimonial,-190113058.12219658,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,2.04,"Receitas financeiras, líquidas",-802144709.0335369,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,2.05,Provisão para contingências,14713619.657335136,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,2.06,Provisão para perdas esperadas associadas ao risco de crédito,49156506.562687896,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,2.07,Provisão (reversão) para perdas operacionais,-13922071.312690975,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,2.08,Perda na baixa e alienação de bens,60652015.697168395,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,2.09,Ajuste a valor justo de título e valores mobiliários e derivativos,-187353.1728292738,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,2.10,Pagamento baseado em ações,38198979.43050832,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,3,Variações nos ativos e passivos,107866520.09490708,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,3.01,Títulos e valores mobiliários,-34241990.129668355,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,3.02,Contas a receber de emissores,1421279979.642392,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,3.03,Contas a receber de emissores vinculadas a cessão,-441238542.26198417,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,3.04,Rendas a receber,4784653.919764466,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,3.05,Outros ativos diversos,-64973929.852715984,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,3.06,Despesas antecipadas,-21814229.66532653,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,3.07,Contas a pagar a estabelecimentos,332411178.7867438,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,3.08,Obrigações sociais e estatutárias,87471359.03984565,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,3.09,Impostos e contribuições a recolher,126080408.66791202,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,3.10,Obrigações vinculadas a cessão,-924326064.9239336,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,3.11,Dividendos a pagar,0.0,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,3.12,Outros passivos diversos,242055784.76113668,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,3.13,Juros pagos e cessão de recebíveis,-2421192892.100796,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,3.14,Juros recebidos,1803025989.096083,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,3.15,Imposto de renda e contribuição social pagos,-1455184.8845454438,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,4,Caixa líquido das atividades operacionais,-550737818.923315,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,5.01,Aquisição de imobilizado,-193767573.62593868,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,5.02,Valor recebido pela venda de imobilizado,40174840.60259536,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,5.03,Aquisição de ativos intangíveis,-82634035.55342235,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,5.04,Aquisição de Investimento,-11562474.726375302,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,5.05,Aquisição de subsidiária,-559049.8289644596,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,5.06,Redução (aumento)  capital em subsidiária,1068138811.8411127,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,5,Caixa líquido das atividades de investimento,819790518.7090073,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,6.01,Captação de empréstimos,2633467799.028268,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,6.02,Pagamento de empréstimos,-3463701940.3833404,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,6.03,Integralização de capital,0.0,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,6,Caixa líquido das atividades de financiamento,-830234141.3550729,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,7,Variação cambial de caixa e equivalentes de caixa,-2721511.7514999327,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,8,Aumento (redução) de caixa e equivalentes de caixa,-563902953.3208805,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,9,Saldo inicial de caixa e equivalentes de caixa,847569200.5872561,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,10,Saldo final de caixa e equivalentes de caixa,283666247.26637566,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DFC,IND,11,Aumento (redução) de caixa e equivalentes de caixa,-563902953.3208805,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DMPL,IND,1,Capital Social,654189876.9098312,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DMPL,IND,1.01,Aumento de capital,0.0,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DMPL,IND,2,Reserva de capital,198044342.43863586,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DMPL,IND,2.01,Pagamento baseado em ações,0.0,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DMPL,IND,2.02,Efeito reflexo de pagamento baseado em ações de controladas,0.0,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DMPL,IND,3,Reserva legal,37597793.948216796,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DMPL,IND,3.01,Reserva legal,0.0,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DMPL,IND,4,Reserva de lucros,150405471.81810313,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DMPL,IND,4.01,Absorção de prejuízos acumulados,0.0,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DMPL,IND,4.02,Reservas de lucros,0.0,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DMPL,IND,5,Outros resultados abrangentes,-89280934.86576694,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DMPL,IND,5.01,"Ganho (perda) não realizada de hedge de fluxo de caixa - transação altamente provável, líquida de impostos",0.0,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DMPL,IND,5.02,Mudança na Participação Relativa de Coligada/Controlada,0.0,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DMPL,IND,6,Lucros (Prejuízos) acumulados,0.0,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DMPL,IND,6.01,Lucro / prejuizo,0.0,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DMPL,IND,6.02,Absorção de prejuízos acumulados,0.0,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DMPL,IND,6.03,Reserva legal,0.0,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DMPL,IND,6.04,Dividendos a distribuir,0.0,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DMPL,IND,6.05,Reservas de lucros,0.0,2022-12-31
50a2dbce2bac555d116f78310f2ca65847f464774b078bc25c85eee2650abed9,DMPL,IND,7,Total,950956550.24902,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,1,Ativo,83213228175.39293,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,1.1,Caixa e equivalentes de caixa,4091830735.7566643,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,1.1.1,Disponibilidades,415271597.5140808,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,1.1.2,Investimentos de curto prazo,270332.3791457562,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,1.1.3,Aplicações interfinanceiras de liquidez,3676288805.8634377,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,1.2,Instrumentos financeiros,62146612546.52419,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,1.2.1,Títulos e valores mobiliários,12941349373.179739,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,1.2.2,Aplicações interfinanceiras de liquidez vinculados a conta pré-paga,1117828950.3395016,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,1.2.3,Instrumentos financeiros derivativos,12117050.05765978,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,1.2.4,Relações interfinanceiras,7089460939.882706,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,1.2.5,Operações de cartão de crédito,40985856233.06458,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,1.3,Provisão para perdas esperadas associadas ao risco de crédito,-1580771438.6621842,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,1.4,Outros créditos,9560504201.005915,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,1.5,Ativos fiscais,2052169513.173084,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,1.5.1,Correntes,641154261.5419848,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,1.5.2,Diferidos,1411015251.6310992,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,1.6,Investimentos em participações em controladas,6515017181.270424,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,1.7,Imobilizado de uso,169671779.45278642,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,1.8,Intangível,407217517.6442573,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,1.9,Depreciações e amortizações,-149023860.77221054,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,2,Passivo,76375835639.74086,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,2.1,Depósitos e demais instrumentos financeiros,67067413530.68099,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,2.1.1,Depósitos,8216000980.431221,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,2.1.2,Relações interfinanceiras,51683714910.427795,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,2.1.3,Obrigações por empréstimos,319184976.05053926,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,2.1.4,Obrigações por operações vinculadas a cessões,6847563648.837053,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,2.1.5,Instrumentos financeiros derivativos,949014.9343851019,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,2.1.6,Obrigações por operações compromissadas,0.0,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,2.2,Outras obrigações,8929936246.682713,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,2.3,Provisões legais,107400658.88441397,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,2.4,Receita diferida,239043402.38479736,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,2.5,Obrigações fiscais,32041801.107946992,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,2.5.1,Correntes,1110986.233282559,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,2.5.2,Diferidas,30930814.874664433,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,3,Patrimônio líquido,6837392535.652063,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,3.1,Capital social,6030946563.585223,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,3.2,Reservas de capital,809064888.2799989,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,3.3,Outros resultados abrangentes,16938547.80723409,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,3.4,Reservas de lucro,0.0,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,BP,IND,3.5,Lucros/(Prejuízos) acumulados,-19557464.020392977,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,1,Receitas de intermediação financeira,10107858830.199072,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,1.1,Receita de operações de crédito,38972347.67203819,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,1.2,Receita de tarifas e similares,7274054610.407158,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,1.3,Resultado de títulos e valores mobiliários,2671950407.1183043,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,1.4,Resultado de depósitos compulsórios e outros depósitos com o Banco Central,102301984.89799401,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,1.5,Variação cambial,20579480.103576932,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,2,Despesas de intermediação financeira,-3176914181.718327,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,2.1,Despesa de juros e similares,-2190778163.1690083,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,2.2,Despesa com tarifas e similares,-784417875.4167858,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,2.3,Resultado com instrumentos financeiros derivativos,-201718143.1325333,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,3,Resultado de intermediação financeira antes da provisão para perdas esperadas,6930944648.480744,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,4,Provisão para perdas esperadas associadas ao risco de crédito,-1519418535.6685474,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,5,Resultado de intermediação financeira,5411526112.812197,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,6,Outras receitas/despesas operacionais,-4425190481.746631,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,6.1,Outras despesas relacionadas a crédito,-467490231.76426107,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,6.2,Despesas de infraestrutura e processamento de dados,-1561779733.5449824,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,6.3,Despesas de pessoal,-1442506122.1942048,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,6.4,Despesas tributárias,-1403299942.7174203,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,6.5,Despesas de provisões legais,-6579228.535496715,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,6.6,Outras despesas administrativas,-1205999509.7301676,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,6.7,Resultado de participações em controladas,1583992614.3529336,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,6.8,Amortização de ágio na aquisição de investimentos,-14459930.676923001,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,6.9,Outras receitas operacionais,277195627.77579844,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,6.10,Outras despesas operacionais,-184264024.71190733,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,7,Resultado antes dos tributos,986335631.065566,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,8,Tributos sobre o lucro,200025428.9947599,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,8.1,Provisão para imposto de renda,-39118349.9696359,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,8.2,Provisão para contribuição social,-26182318.273888975,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,8.3,Impostos diferidos,265326097.23828477,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DR,IND,9,Resultado líquido,1186361060.0603259,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DRA,IND,1,Resultado líquido,1186361060.0603259,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DRA,IND,2,Outros resultados abrangentes,-2432991.4123118054,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DRA,IND,2.1,Resultado de avaliação a valor justo de títulos disponíveis para venda,3622682.0091431295,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DRA,IND,2.1.1,Variação de valor justo,4572837.586478213,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DRA,IND,2.1.2,Imposto diferido,-950155.577335084,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DRA,IND,2.2,Hedge de Fluxo de Caixa,-19381805.006095733,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DRA,IND,2.2.1,Parcela efetiva das mudanças no valor justo,-109912354.66027454,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DRA,IND,2.2.2,(Ganhos) / Perdas transferidos ao resultado,77164495.56628864,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DRA,IND,2.2.3,Imposto diferido,13366054.087890172,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DRA,IND,2.3,Resultado de avaliação a valor justo de títulos disponíveis para venda,14717715.983618954,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DRA,IND,2.3.1,Variação de valor justo,24526104.710514978,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DRA,IND,2.3.2,Imposto diferido,-9808388.726896023,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DRA,IND,2.4,Hedge de Fluxo de Caixa,-1391584.3989781542,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DRA,IND,2.4.1,Parcela efetiva das mudanças no valor justo,-2317786.4743636143,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DRA,IND,2.4.2,Imposto diferido,926202.07538546,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DRA,IND,3,Ajuste acumulado de conversão - reflexo de controlada,0.0,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DRA,IND,4,Resultado abrangente líquido,1183928068.648014,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DFC,IND,1,Fluxo de caixa gerado/(aplicado) nas atividades operacionais,-4084025316.049937,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DFC,IND,1.1.2,Ajustes ao resultado líquido,605460121.7081952,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DFC,IND,1.1.2.1,Depreciação/amortização,51123617.01819743,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DFC,IND,1.1.2.2,Provisão para perdas esperadas associadas ao risco de crédito,1590122429.5661373,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DFC,IND,1.1.2.3,Tributos diferidos,-265326097.23828477,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DFC,IND,1.1.2.4,Resultado de participação em controladas,-1583992614.3529336,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DFC,IND,1.1.2.5,Amortização ágio na aquisição de investimentos,14459930.676923001,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DFC,IND,1.1.2.6,Despesas de provisões legais,6579228.535496715,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DFC,IND,1.1.2.7,Variação de valor justo de títulos e valores mobiliários,-158549.370047511,2022-12-31
cf99f4f9ed6c41c98e9be78ad87ed7fe0a7f1c973f54a63683e1e958ee4fe5b6,DFC,IND,1.1.2.8,Variação de valor justo de instrumentos financeiros derivativos,-36808547.99592216,2022-12-31
